,CODE POSTAL,geom_x_y,NOM DE LA COMMUNE
25612,67270,"48.7197071031,7.58966108047",GINGSHEIM
25613,67490,"48.7757972428,7.48107091135",GOTTESHEIM
25614,67350,"48.8864927658,7.55485958914",MULHAUSEN
25615,67480,"48.8185397229,8.09241128897",NEUHAEUSEL
25616,67110,"48.9380836461,7.59665709278",OBERBRONN
25617,67330,"48.851369071,7.44768959028",OBERSOULTZBACH
25618,67290,"48.8657597248,7.32734776032",LA PETITE PIERRE
25619,67430,"48.9511834886,7.25526644462",RATZWILLER
25620,67260,"48.9288350756,7.11724868007",RIMSDORF
25621,67270,"48.6932332205,7.53580119117",ROHR
25622,67170,"48.759113126,7.71180608722",ROTTELSHEIM
25623,67530,"48.4414538675,7.41761781742",ST NABOR
25624,67700,"48.7402250066,7.34206238199",SAVERNE
25625,67200,"48.5712679849,7.76752679517",STRASBOURG
25626,67220,"48.3253039558,7.34853223079",THANVILLE
25627,67500,"48.7621242565,7.78027504315",WEITBRUCH
25628,67290,"48.9007208521,7.33743606824",ZITTERSHEIM
25629,68210,"47.6926147527,7.16944522071",AMMERZWILLER
25630,68720,"47.6565496554,7.18346024257",EGLINGEN
25631,68230,"48.1067132118,7.28187124195",KATZENTHAL
25632,68480,"47.4578548286,7.37180651285",LUTTER
25633,68380,"48.028840895,7.07080984321",MUHLBACH SUR MUNSTER
25634,68210,"47.6292733626,7.08760761112",RETZWILLER
25635,69400,"45.9680217297,4.6642564682",LIERGUES
25636,69380,"45.8530206071,4.68542193423",LOZANNE
25637,69690,"45.800286879,4.50990648734",ST JULIEN SUR BIBOST
25638,69220,"46.1119203914,4.67603777792",ST LAGER
25639,69670,"45.7105572288,4.62859320582",ST LAURENT DE VAUX
25640,69590,"45.6308546357,4.45042661825",ST SYMPHORIEN SUR COISE
25641,69640,"45.9699127894,4.59789508297",VILLE SUR JARNIOUX
25642,70140,"47.261991269,5.63291616251",BRESILLEY
25643,70400,"47.5786423606,6.79644212349",BREVILLIERS
25644,70700,"47.4849082383,5.81725428776",LA CHAPELLE ST QUILLAIN
25645,70240,"47.66356733,6.28784995728",COLOMBOTTE
25646,70240,"47.6806121755,6.29286368281",CREVENEY
25647,70400,"47.6872396262,6.77009884237",ERREVET
25648,70600,"47.6505541505,5.6722095809",FOUVENT ST ANDOCHE
25649,70120,"47.7118854069,5.80400315712",LAVIGNEY
25650,70110,"47.5236383873,6.49028438138",MELECEY
25651,70200,"47.7265725421,6.44190113641",QUERS
25652,70280,"47.8553521671,6.4533442174",RADDON ET CHAPENDU
25653,70500,"47.8399254984,5.97669885968",TARTECOURT
25654,70400,"47.5620843234,6.74072275837",TAVEY
25655,70140,"47.3357551317,5.63755798352",VALAY
25656,70500,"47.8426818751,5.77808690918",VERNOIS SUR MANCE
25657,71110,"46.3075519171,4.03236080451",BAUGY
25658,71260,"46.4854125388,4.77572068002",BISSY LA MACONNAISE
25659,71510,"46.7908182989,4.637184003",CHATEL MORON
25660,71480,"46.4647126508,5.28216575914",CONDAL
25661,71520,"46.4027317458,4.52645305897",CURTIL SOUS BUFFIERES
25662,71160,"46.4891651235,4.02511604849",DIGOIN
25663,71960,"46.2791382816,4.74647735926",FUISSE
25664,71760,"46.6645308499,3.91335098661",GRURY
25665,71600,"46.4353617469,4.17206207978",HAUTEFOND
25666,71440,"46.7410862327,5.08364517208",LESSARD EN BRESSE
25667,71300,"46.6104508131,4.50041386834",MARY
25668,71250,"46.4898679694,4.60948900655",MASSY
25669,71960,"46.3485783556,4.69624606174",MILLY LAMARTINE
25670,71520,"46.353742323,4.54441079024",MONTAGNY SUR GROSNE
25671,71320,"46.7418911079,4.09607288589",MONTMORT
25672,71160,"46.5148078067,3.96007296995",LA MOTTE ST JEAN
25673,71600,"46.4431191464,4.11289928796",PARAY LE MONIAL
25674,71290,"46.6005131165,5.08307494584",RANCY
25675,71220,"46.4782854677,4.43348327243",ST BONNET DE JOUX
25676,71470,"46.5587984571,5.23823090911",STE CROIX
25677,71640,"46.8135328184,4.67179721319",ST MARD DE VAUX
25678,71620,"46.8493063168,5.02211527314",ST MAURICE EN RIVIERE
25679,71740,"46.2267056236,4.25094648512",ST MAURICE LES CHATEAUNEUF
25680,71670,"46.84711079,4.5090273934",ST PIERRE DE VARENNES
25681,71260,"46.3967416331,4.86457842244",SENOZAN
25682,71330,"46.7167185165,5.18255120169",SIMARD
25683,72170,"48.2030195812,0.078627862443",ASSE LE RIBOUL
25684,72200,"47.6856990287,-0.172011886332",BAZOUGES SUR LE LOIR
25685,72160,"48.0830099686,0.509137455093",BEILLE
25686,1190,"46.3727973545,4.9989764059",BOISSEY
25687,1480,"46.0340545373,4.79853838574",CHALEINS
25688,1290,"46.283072336,4.87747971182",CROTTET
25689,1150,"45.8917015798,5.32917518895",LAGNIEU
25690,1240,"46.1160216305,5.20200684747",LENT
25691,1340,"46.3252811442,5.11295966315",MONTREVEL EN BRESSE
25692,1460,"46.155963139,5.57615832883",PORT
25693,1550,"46.1450914685,5.95100479291",POUGNY
25694,1150,"45.8654038798,5.40416104083",SAULT BRENAZ
25695,1470,"45.7976976614,5.49810658524",SEILLONNAZ
25696,1150,"45.8781798572,5.43058627512",SOUCLIN
25697,1420,"46.030402108,5.79957920623",SURJOUX
25698,2800,"49.6411808161,3.3695440898",ANDELAIN
25699,2590,"49.7721524634,3.1192565988",AUBIGNY AUX KAISNES
25700,2200,"49.3172125296,3.29666086699",BERZY LE SEC
25701,2200,"49.3556556532,3.37609947556",BILLY SUR AISNE
25702,2240,"49.7670333979,3.33255021354",CERIZY
25703,2000,"49.5326303582,3.58562168803",CHIVY LES ETOUVELLES
25704,2330,"48.9960917184,3.50690687861",COURBOIN
25705,2200,"49.3434328339,3.30199112892",COURMELLES
25706,2870,"49.6082534854,3.5125070585",CREPY
25707,2590,"49.8325776228,3.15800068609",ETREILLERS
25708,2130,"49.1875000917,3.51106425515",FERE EN TARDENOIS
25709,2420,"49.9987486908,3.26458305638",GOUY
25710,2240,"49.803442885,3.34942752527",ITANCOURT
25711,2880,"49.4494770874,3.42995693216",LAFFAUX
25712,2140,"49.8441415789,3.99358286375",LANDOUZY LA COUR
25713,2130,"49.2411071956,3.5251073823",LOUPEIGNE
25714,2110,"50.03359227,3.52985658168",MOLAIN
25715,2000,"49.5624802928,3.53979641476",MOLINCHART
25716,2140,"49.7765756098,4.00209910519",NAMPCELLES LA COUR
25717,2150,"49.574361853,4.03064818206",NIZY LE COMTE
25718,2600,"49.2041824443,3.20698565652",NOROY SUR OURCQ
25719,2800,"49.7079830783,3.46084868911",NOUVION LE COMTE
25720,2860,"49.5092763308,3.605351266",NOUVION LE VINEUX
25721,2590,"49.8120572031,3.18195896491",ROUPY
25722,2110,"50.0246912807,3.36304349229",SERAIN
25723,2140,"49.8149576709,3.95232479493",THENAILLES
25724,2600,"49.2649355463,3.26786134731",VILLERS HELON
25725,2310,"48.9977206046,3.26104064101",VILLIERS ST DENIS
25726,3130,"46.3276009713,3.70176788462",BERT
25727,3230,"46.6082038568,3.56403297131",CHEVAGNES
25728,3310,"46.2540040648,2.69686439225",DURDAT LAREQUILLE
25729,3360,"46.6563542672,2.59495618457",LETELON
25730,3260,"46.2172906901,3.5106036727",MAGNET
25731,3800,"46.1325144393,3.18170482903",MAZERIER
25732,3390,"46.314979417,2.90455342628",ST BONNET DE FOUR
25733,3800,"46.1377242918,3.22134877309",SAULZET
25734,3240,"46.3563893296,3.12547357039",LE THEIL
25735,3430,"46.3963110357,2.84126895926",VILLEFRANCHE D ALLIER
25736,4420,"44.2185950386,6.37119806932",BEAUJEU
25737,4200,"44.153315213,5.71757262461",CHATEAUNEUF MIRAVAIL
25738,4200,"44.1766055073,5.67267464668",CUREL
25739,4240,"43.9629414064,6.72386704569",ST BENOIT
25740,4150,"43.9838128235,5.56248994589",SIMIANE LA ROTONDE
25741,5300,"44.2868856071,5.79561242019",CHATEAUNEUF DE CHABRE
25742,5190,"44.4931786054,6.23271348149",ESPINASSES
25743,5400,"44.5058294764,5.79875486134",OZE
25744,5200,"44.5866569322,6.57072142721",ST ANDRE D EMBRUN
25745,5260,"44.6744954225,6.23085847467",ST JEAN ST NICOLAS
25746,6140,"43.7915580349,7.03622643471",COURSEGOULES
25747,6420,"44.0346077069,7.15744653179",MARIE
25748,6650,"43.6795612779,7.00962553615",LE ROURET
25749,6660,"44.2894656829,6.84084539624",ST DALMAS LE SELVAGE
25750,6660,"44.2491492809,6.92452445063",ST ETIENNE DE TINEE
25751,6450,"44.1020722047,7.30244071608",ST MARTIN VESUBIE
25752,6420,"44.1210676615,7.11814485955",ST SAUVEUR SUR TINEE
25753,6470,"44.0852199876,6.80072324584",SAUZE
25754,6140,"43.7384640641,7.10194436087",VENCE
25755,7210,"44.7070337034,4.6240636083",ALISSAS
25756,7310,"44.9005086707,4.31778204029",ARCENS
25757,7270,"45.0288428449,4.68820163954",BOUCIEU LE ROI
25758,7440,"44.9556198694,4.75241851344",CHAMPIS
25759,7500,"44.9301318307,4.86629603942",GUILHERAND GRANGES
25760,7270,"44.9822539936,4.59081075503",LAMASTRE
25761,7110,"44.5338484702,4.30128054451",LARGENTIERE
25762,7110,"44.5912762985,4.05088477316",LOUBARESSE
25763,7410,"45.0796648371,4.55727839601",PAILHARES
25764,7000,"44.7808511718,4.57520431156",PRANLES
25765,7430,"45.2490601224,4.73642640952",ST CYR
25766,7340,"45.2586090044,4.77940382807",ST DESIRAT
25767,8140,"49.6774342411,4.98515455089",BAZEILLES
25768,8310,"49.3901473074,4.42198979893",BIGNICOURT
25769,8130,"49.5061470622,4.59006670557",CHARBOGNE
25770,8150,"49.8401358132,4.51748909775",LE CHATELET SUR SORMONNE
25771,8400,"49.4054523521,4.78917859814",LA CROIX AUX BOIS
25772,8210,"49.6288481448,5.11368214907",EUILLY ET LOMBUT
25773,8310,"49.3814874349,4.55085342469",LEFFINCOURT
25774,9160,"43.0614872214,1.00017697542",LA BASTIDE DU SALAT
25775,9250,"42.7646194319,1.74523092663",GARANOU
25776,9700,"43.267238666,1.51045674353",LISSAC
25777,9100,"43.1204279792,1.71727869146",LUDIES
25778,9110,"42.6581771284,1.93694023792",ORLU
25779,9400,"42.8457065317,1.49314286744",RABAT LES TROIS SEIGNEURS
25780,9800,"42.9042685919,1.00165723674",SALSEIN
25781,9190,"43.0434128319,1.11433094449",TAURIGNAN VIEUX
25782,10210,"48.0548103736,4.14007416764",CHAOURCE
25783,10500,"48.3297297619,4.5139323628",DIENVILLE
25784,10360,"48.0494900211,4.53941791707",ESSOYES
25785,10140,"48.2848174581,4.56960734893",JESSAINS
25786,10400,"48.5762344915,3.51599225081",MONTPOTHIER
25787,10500,"48.4577724478,4.50578895388",ROSNAY L HOPITAL
25788,10350,"48.4064559956,3.77621221951",ST FLAVY
25789,10210,"47.9992814172,4.06184063227",VALLIERES
25790,10800,"48.1456208933,4.10314764777",LA VENDUE MIGNOT
25791,11330,"42.9256351469,2.4945438405",AURIAC
25792,11240,"43.1654349576,2.12414531475",CAILHAVEL
25793,11190,"42.9479700119,2.29713238713",CASSAIGNES
25794,11700,"43.2334707961,2.67749002021",CASTELNAU D AUDE
25795,11700,"43.1656693314,2.58551535137",COMIGNE
25796,11140,"42.701706795,2.23007242592",COUNOZOULS
25797,11240,"43.1373081633,2.09746996303",GRAMAZIE
25798,11500,"42.89537535,2.25328133982",GRANES
25799,11140,"42.82469022,2.08483548472",JOUCOU
25800,11290,"43.1922487019,2.27058563177",LAVALETTE
25801,11410,"43.2752849467,1.83225943159",MONTAURIOL
25802,11500,"42.8757498926,2.19080612724",QUILLAN
25803,11310,"43.3563040517,2.21782788415",ST DENIS
25804,11360,"42.9606338061,2.82790440419",ST JEAN DE BARROU
25805,11320,"43.4046115427,1.88105647745",ST PAULET
25806,11140,"42.7749408531,2.28540415468",SALVEZINES
25807,11400,"43.3687280247,1.91691905449",SOUILHE
25808,11600,"43.3489710835,2.3498111989",VILLANIERE
25809,11250,"43.0573045654,2.29925892511",VILLAR ST ANSELME
25810,12310,"44.3951997527,2.78341531364",BERTHOLENE
25811,12480,"44.0062723535,2.63789868887",BROUSSE LE CHATEAU
25812,12460,"44.6808744001,2.60936956955",CAMPOURIEZ
25813,12290,"44.2325871392,2.7377561154",CANET DE SALARS
25814,12420,"44.8387938503,2.82485729528",CANTOIN
25815,12300,"44.567273002,2.25243853064",DECAZEVILLE
25816,12330,"44.5133117554,2.43273501132",NAUVIALE
25817,12350,"44.4103475612,2.19453209894",PRIVEZAC
25818,12150,"44.3287839527,2.95503438742",RECOULES PREVINQUIERES
25819,12430,"44.0536064205,2.74751943168",LE TRUEL
25820,13100,"43.5360708378,5.39857444582",AIX EN PROVENCE
25821,13250,"43.5783400746,5.07659575248",CORNILLON CONFOUX
25822,13490,"43.6334137827,5.65675796328",JOUQUES
25823,13109,"43.411551859,5.43796924424",SIMIANE COLLONGUE
25824,14220,"48.9437761025,-0.373433111551",ANGOVILLE
25825,14260,"49.0144785445,-0.633929762668",AUNAY SUR ODON
25826,14340,"49.2183141516,0.0906070280253",BONNEBOSQ
25827,14630,"49.154208668,-0.260672944073",CAGNY
25828,14490,"49.1633520253,-0.776151012142",CAHAGNOLLES
25829,14210,"49.0352374243,-0.515765831706",LA CAINE
25830,14230,"49.3447032998,-1.0093041857",LA CAMBE
25831,14610,"49.2314887593,-0.383466697712",CAMBES EN PLAINE
25832,14330,"49.2392752495,-1.00695398636",CARTIGNY L EPINAY
25833,14290,"48.9970064334,0.34767335012",CERQUEUX
25834,14570,"48.9025554763,-0.493582660892",CLECY
25835,14100,"49.1134254456,0.379835846184",CORDEBUGLE
25836,14930,"49.1478744808,-0.428813516348",ETERVILLE
25837,14380,"48.8211507511,-1.10018701267",FONTENERMONT
25838,14480,"49.2562338542,-0.487666830521",LE FRESNE CAMILLY
25839,14190,"49.009033334,-0.271865445173",GRAINVILLE LANGANNERIE
25840,14320,"49.0801189772,-0.380625006843",LAIZE LA VILLE
25841,14770,"48.9136477151,-0.684142611751",LASSY
25842,14240,"49.0444032135,-0.801249419422",LES LOGES
25843,14710,"49.3716484594,-0.92252269792",LOUVIERES
25844,14100,"49.1778461306,0.215312555979",OUILLY LE VICOMTE
25845,14340,"49.1496506404,0.145754077347",LE PRE D AUGE
25846,14980,"49.2060587409,-0.474725507611",ROTS
25847,14380,"48.8324042173,-1.1311665271",ST AUBIN DES BOIS
25848,14430,"49.2302039549,-0.0147539397439",ST LEGER DUBOSQ
25849,14220,"48.9283510669,-0.443691657906",ST OMER
25850,14450,"49.3811236375,-0.975198693862",ST PIERRE DU MONT
25851,14800,"49.308998288,0.05853051607",VAUVILLE
25852,14270,"49.0611126926,-0.12942772433",VIEUX FUME
25853,14140,"49.0422984376,0.0529788090028",VIEUX PONT EN AUGE
25854,15320,"44.9701617114,3.23790370512",CHALIERS
25855,15110,"44.7997732435,3.01819855071",DEUX VERGES
25856,15110,"44.793937351,2.96316583017",JABRUN
25857,15320,"44.9384891268,3.20556437292",LOUBARESSE
25858,15150,"45.0286072517,2.14375536336",ROUFFIAC
25859,15320,"45.0046123239,3.22362001629",RUYNES EN MARGERIDE
25860,15600,"44.6554891093,2.2106562412",ST SANTIN DE MAURS
25861,15190,"45.2334692107,2.79417752257",ST SATURNIN
25862,15100,"45.0745302568,3.17567191659",TIVIERS
25863,15300,"45.0740146626,2.95237927853",USSEL
25864,15200,"45.2234162063,2.3665656568",LE VIGEAN
25865,16490,"46.0204552645,0.5258351895",ALLOUE
25866,16200,"45.6659937822,-0.222233070692",BOURG CHARENTE
25867,16100,"45.711028287,-0.296886698875",BOUTIERS ST TROJAN
25868,16590,"45.7345393339,0.266852612131",BRIE
25869,16140,"45.9500924838,0.120032287303",CHARME
25870,16350,"45.9509527297,0.368543478454",CHASSIECQ
25871,16330,"45.8376302744,0.0898755953494",COULONGES
25872,16730,"45.6757321488,0.0883493158258",FLEAC
25873,16410,"45.5853962792,0.318693870271",SERS
25874,16120,"45.5386944095,-0.149448377532",TOUZAC
25875,16310,"45.7826832991,0.698625263391",VERNEUIL
25876,16330,"45.8353596714,0.129842160718",VERVANT
25877,16350,"46.0162630355,0.379086474568",VIEUX RUFFEC
25878,17500,"45.4726406982,-0.339612863623",ALLAS CHAMPAGNE
25879,17460,"45.6570139489,-0.598024601666",BERNEUIL
25880,17230,"46.2936903771,-1.08092039856",CHARRON
25881,17380,"46.0451644754,-0.701084855026",CHERVETTES
25882,17610,"45.7079445507,-0.496852759842",DOMPIERRE SUR CHARENTE
25883,17750,"45.7225172256,-1.10053747379",ETAULES
25884,17630,"46.1793660462,-1.32163012232",LA FLOTTE
25885,17260,"45.5409958957,-0.632072583649",GIVREZAC
25886,17500,"45.443029378,-0.511210601117",GUITINIERES
25887,17320,"45.8221269588,-1.10929995315",MARENNES
25888,17400,"45.9158199464,-0.559708232455",MAZERAY
25889,17780,"45.8887503165,-1.05150894917",MOEZE
25890,17510,"45.9770392382,-0.242404369884",NERE
25891,17320,"45.7944979756,-1.0542452381",ST JUST LUZAC
25892,17200,"45.6735457263,-1.00633243777",ST SULPICE DE ROYAN
25893,17220,"46.0762768567,-1.04882454068",ST VIVIEN
25894,17600,"45.6754417186,-0.936728980856",SAUJON
25895,17150,"45.3542631306,-0.519282663835",SOUBRAN
25896,17130,"45.2941676327,-0.437417270599",SOUMERAS
25897,17130,"45.3070848749,-0.327704818651",SOUSMOULINS
25898,17120,"45.6155314276,-0.791473092031",THAIMS
25899,17100,"45.7877540613,-0.548759404902",VENERAND
25900,17700,"46.1518956728,-0.797123329244",VOUHE
25901,18220,"47.1299888038,2.63016565896",BRECY
25902,18150,"46.9693684862,3.03803252226",CUFFY
25903,18310,"47.1905784621,1.88477464044",GENOUILLY
25904,18400,"46.9383928285,2.25765806502",LUNERY
25905,18380,"47.3086144324,2.37874179175",MERY ES BOIS
25906,18290,"47.0315088379,2.14830052941",PLOU
25907,18320,"47.0235769936,2.90253231971",ST HILAIRE DE GONDILLY
25908,18500,"47.0779345031,2.2069818556",STE THORETTE
25909,18360,"46.5533487781,2.43911843304",VESDUN
25910,19190,"45.1752926501,1.73283876352",LE CHASTANG
25911,19800,"45.3655110046,1.87090523159",CORREZE
25912,19360,"45.1307416236,1.58601909494",COSNAC
25913,19150,"45.1855958017,1.81780911509",LAGARDE ENVAL
25914,19160,"45.405035846,2.32343781175",LIGINIAC
25915,19110,"45.496503482,2.48981642145",MONESTIER PORT DIEU
25916,19300,"45.3879504108,2.01084744458",ROSIERS D EGLETONS
25917,19400,"45.1273004065,1.96861582967",ST MARTIAL ENTRAYGUES
25918,19220,"45.136566968,2.07738034635",ST PRIVAT
25919,19380,"45.1805974733,1.88835230175",ST SYLVAIN
25920,19370,"45.5456519392,1.72687990718",SOUDAINE LAVINADIERE
25921,19300,"45.4460190027,2.06358162972",SOUDEILLES
25922,21420,"47.0682393129,4.86123205088",ALOXE CORTON
25923,21570,"47.9932834773,4.62176742822",AUTRICOURT
25924,21510,"47.7386819112,4.65218348231",BUSSEAUT
25925,21320,"47.2193918621,4.65146586699",CHATEAUNEUF
25926,21200,"47.0494684617,4.86962267371",CHOREY LES BEAUNE
25927,21460,"47.5184691895,4.20257094353",CORROMBLES
25928,21460,"47.4471425118,4.18664982284",COURCELLES FREMOY
25929,21220,"47.2040051178,4.91078289972",CURLEY
25930,21460,"47.5033289277,4.17120505436",EPOISSES
25931,21700,"47.1023774932,5.02325039471",GERLAND
25932,21350,"47.3221932401,4.4861696452",GISSEY LE VIEIL
25933,21140,"47.479838166,4.42998686533",MAGNY LA VILLE
25934,21190,"46.9538298366,4.84790991199",MERCEUIL
25935,21520,"47.9541936296,4.75595683457",MONTIGNY SUR AUBE
25936,21390,"47.3633828394,4.43446785437",NORMIER
25937,21190,"46.9467556144,4.75926217237",PULIGNY MONTRACHET
25938,21580,"47.6048838106,4.9005997334",SALIVES
25939,21110,"47.2150904574,5.13836316838",THOREY EN PLAINE
25940,21460,"47.4356430005,4.22726106818",THOSTE
25941,22100,"48.4513138492,-2.12726351859",AUCALEUC
25942,22210,"48.1449787869,-2.62634976308",LA FERRIERE
25943,22980,"48.4261108974,-2.18321076589",LA LANDEC
25944,22160,"48.4622299477,-3.52706033812",LOHUEC
25945,22570,"48.1863752153,-3.14630117054",PERRET
25946,22620,"48.80535932,-3.04524739912",PLOUBAZLANEC
25947,22630,"48.3731003808,-2.01421441815",ST ANDRE DES EAUX
25948,22750,"48.5879964752,-2.1932468359",ST JACUT DE LA MER
25949,22410,"48.6542475006,-2.84382337656",ST QUAY PORTRIEUX
25950,22980,"48.4057639956,-2.16287110256",TREBEDAN
25951,22310,"48.6047752602,-3.61826523039",TREMEL
25952,23160,"46.3524585788,1.47492272648",AZERABLES
25953,23320,"46.2324388485,1.68303685298",FLEURAT
25954,23190,"45.9899835422,2.35823852546",LUPERSAT
25955,23100,"45.6896336571,2.30842367741",ST MARTIAL LE VIEUX
25956,23160,"46.3933331691,1.53031685925",ST SEBASTIEN
25957,23190,"45.9661631879,2.30737772119",ST SILVAIN BELLEGARDE
25958,24590,"45.0157581227,1.29160105992",ARCHIGNAC
25959,24150,"44.8391204649,0.800580246575",BADEFOLS SUR DORDOGNE
25960,24400,"45.0173532557,0.397961446009",BOURGNAC
25961,24750,"45.2212466708,0.725037549995",CHAMPCEVINEL
25962,24640,"45.2019174878,0.891287872856",LE CHANGE
25963,24360,"45.6088582273,0.615747812595",ETOUARS
25964,24320,"45.3801182824,0.287647763692",NANTEUIL AURIAC DE BOURZAC
25965,24510,"44.9027724899,0.854531456858",PAUNAT
25966,24370,"44.8912941721,1.4075345057",PEYRILLAC ET MILLAC
25967,24410,"45.1884972543,0.239988567337",PONTEYRAUD
25968,24550,"44.6850784903,1.06710028522",PRATS DU PERIGORD
25969,24440,"44.7033705088,0.800770543563",RAMPIEUX
25970,24170,"44.806098303,1.03606561398",ST GERMAIN DE BELVES
25971,24500,"44.7249335654,0.394228419824",STE INNOCENCE
25972,24290,"45.0180206005,1.08035107771",ST LEON SUR VEZERE
25973,24600,"45.2508643912,0.40995292242",ST MEARD DE DRONE
25974,24270,"45.3466363763,1.23648515355",ST MESMIN
25975,24270,"45.3819993943,1.19868234314",SAVIGNAC LEDRIER
25976,24210,"45.1324103618,1.06369846915",THENON
25977,25340,"47.4960879279,6.45060175112",ABBENANS
25978,25360,"47.2413584714,6.23301360703",BOUCLANS
25979,25530,"47.231963581,6.3971630777",BREMONDANS
25980,25640,"47.3774609296,6.27686840892",LA BRETENIERE
25981,25870,"47.3060186922,6.00103214604",CHATILLON LE DUC
25982,25500,"47.0470386207,6.53657573654",LES COMBES
25983,25450,"47.2378466799,6.8737017298",DAMPRICHARD
25984,25960,"47.2971963372,6.19334216229",DELUZ
25985,25560,"46.8866090769,6.16384701034",DOMPIERRE LES TILLEULS
25986,25170,"47.3039067497,5.86864846171",EMAGNY
25987,25250,"47.4837994752,6.61593943088",FAIMBE
25988,25650,"46.9945339119,6.4355909855",MONTFLOVIN
25989,25110,"47.3105623862,6.42153165074",MONTIVERNAGE
25990,25660,"47.1455882714,6.04310785947",MONTROND LE CHATEAU
25991,25360,"47.2781329553,6.39496038555",PASSAVANT
25992,25510,"47.2194158941,6.5503792835",PIERREFONTAINE LES VARANS
25993,25430,"47.3270427606,6.58186088547",RAHON
25994,25550,"47.5368460098,6.72116733981",RAYNANS
25995,25240,"46.71075258,6.14869649896",RECULFOZ
25996,25190,"47.2938610141,6.74127046044",VALOREILLE
25997,25750,"47.5668061551,6.67140627153",LE VERNOY
25998,26400,"44.6832370782,4.97341500658",AUTICHAMP
25999,26470,"44.4668723535,5.44466918876",LA CHARCE
26000,26510,"44.3222598989,5.53474260728",CHAUVAC LAUX MONTAUX
26001,26700,"44.3910321281,4.74995521601",LA GARDE ADHEMAR
26002,26400,"44.8113617403,5.11358630739",GIGORS ET LOZERON
26003,26530,"45.2625506689,5.10224795583",LE GRAND SERRE
26004,26350,"45.1976909238,5.10654579635",MIRIBEL
26005,26330,"45.1750778592,4.97082735127",RATIERES
26006,26110,"44.4418058243,5.22377937288",ST FERREOL TRENTE PAS
26007,26420,"45.0565543942,5.44625083689",ST JULIEN EN VERCORS
26008,26130,"44.3482808478,4.75744934383",ST PAUL TROIS CHATEAUX
26009,26160,"44.5660899687,4.96944510091",SALETTES
26010,27430,"49.2280273549,1.24535712004",ANDE
26011,27290,"49.2260820687,0.696761680662",AUTHOU
26012,27250,"48.816398716,0.748244384454",BOIS ARNAULT
26013,27520,"49.3162735128,0.851459727067",BOSC BENARD COMMIN
26014,27230,"49.122899642,0.50099426931",BOURNAINVILLE FAVEROLLES
26015,33190,"44.560543686,-0.0931882578624",BASSANNE
26016,33130,"44.8016009051,-0.547755768448",BEGLES
26017,33540,"44.7502132956,-0.089121338882",BLASIMON
26018,33000,"44.8572445351,-0.57369678116",BORDEAUX
26019,33760,"44.7415385665,-0.18530011295",CESSAC
26020,33190,"44.5553150751,-0.0279073992518",FONTET
26021,33590,"45.4351862635,-1.10881933696",GRAYAN ET L HOPITAL
26022,33690,"44.4096678184,-0.0256453531001",GRIGNOLS
26023,33690,"44.4484673998,-0.0833418361423",LABESCAU
26024,33190,"44.626465162,-0.0228626595268",LOUBENS
26025,33990,"45.2610002038,-1.05592808876",NAUJAC SUR MER
26026,33570,"44.9814131472,-0.0564567492299",PETIT PALAIS ET CORNEMPS
26027,33680,"44.867037132,-1.14092605911",LE PORGE
26028,33190,"44.5479161456,-0.069264224566",PUYBARBAN
26029,33190,"44.5860904495,-0.042370404021",LA REOLE
26030,33710,"45.0873767558,-0.602217523862",ST CIERS DE CANESSE
26031,33230,"45.0103439546,-0.0695991585994",ST MEDARD DE GUIZIERES
26032,33770,"44.5414583126,-0.883819514854",SALLES
26033,33260,"44.5561823053,-1.17530826791",LA TESTE DE BUCH
26034,33240,"45.0259020314,-0.435395776761",VIRSAC
26035,34820,"43.7104129973,3.89790490064",ASSAS
26036,34220,"43.4017637442,2.69024605331",BOISSET
26037,34460,"43.454255953,3.04105685842",CESSENON SUR ORB
26038,34390,"43.5853145564,3.01084654208",COLOMBIERES SUR ORB
26039,34520,"43.8802736977,3.36304927943",LE CROS
26040,34650,"43.6690497036,3.22101697098",DIO ET VALQUIERES
26041,34820,"43.7292469184,3.9239639392",GUZARGUES
26042,34700,"43.7915234446,3.27831492551",LAUROUX
26043,34320,"43.4864901755,3.30406918161",MARGON
26044,34980,"43.7017303603,3.75723604182",MURLES
26045,34270,"43.7680759693,3.91047320364",STE CROIX DE QUINTILLARGUES
26046,34390,"43.5283591648,2.86528483537",ST ETIENNE D ALBAGNAN
26047,35120,"48.5049240687,-1.77192284883",BAGUER MORVAN
26048,35113,"48.0678122281,-1.40586957147",DOMAGNE
26049,35210,"48.2671470329,-1.14643708815",DOMPIERRE DU CHEMIN
26050,35111,"48.5874275973,-1.83530541671",LA FRESNAIS
26051,35630,"48.3018808207,-1.77748405021",HEDE BAZOUGES
26052,35360,"48.2028996948,-2.06476180878",MONTAUBAN DE BRETAGNE
26053,35760,"48.1538376773,-1.71729477816",MONTGERMONT
26054,35250,"48.2185090762,-1.60820353926",MOUAZE
26055,35470,"47.795066917,-1.7451274838",LA NOE BLANCHE
26056,35410,"48.0586375184,-1.45913837377",OSSE
26057,35320,"47.8990359513,-1.68518288272",POLIGNE
26058,35560,"48.3879829755,-1.52823061249",RIMOU
26059,35430,"48.5793096828,-1.88805991274",ST GUINOUX
26060,35460,"48.3496552529,-1.42320230494",LE TIERCENT
26061,35140,"48.2924693475,-1.30669420959",VENDEL
26062,36120,"46.7359618133,1.82403149268",ARDENTES
26063,36120,"46.7926466693,1.77773981101",ETRECHET
